kind,mode,seed,method,sources,success,cleared,virtual_time_s,distance_m,measure_calls,switches,failed_clear,solver_failures,optical_fallbacks,opportunistic_measure_count,opportunistic_direction_count,opportunistic_no_signal_count,legs_selected,clear_ready_count,wall_s
edge,4,97010,G21A,11,True,11,8655.118806425215,30875.594032126057,413,360,0,0,0,9,5,4,7,0,0.28072333335876465
edge,4,97011,G25OR-S21,13,True,13,9009.287132554591,32681.43566277296,411,353,0,0,0,0,0,0,0,0,0.08038043975830078
edge,4,97011,G21A,13,True,13,9008.198970220395,32680.994851101976,411,352,0,0,0,9,5,4,6,0,0.28468918800354004
edge,4,97012,G25OR-S21,12,True,12,8670.424205230654,30807.121026153283,416,369,0,0,0,0,0,0,0,0,0.07684826850891113
edge,4,97012,G21A,12,True,12,8660.044114304746,30850.220571523732,412,370,0,0,0,9,8,1,7,0,0.24772310256958008
edge,4,97013,G25OR-S21,16,True,16,8778.677451434072,32478.387257170354,376,323,0,0,0,0,0,0,0,0,0.08930611610412598
edge,4,97013,G21A,16,True,16,8691.60268508621,32143.01342543105,372,323,0,0,0,10,10,0,8,0,0.361525297164917
edge,4,97014,G25OR-S21,10,True,10,8392.793411502775,29908.967057513873,402,351,0,0,0,0,0,0,0,0,0.05793190002441406
edge,4,97014,G21A,10,True,10,8383.88627347068,29909.431367353394,401,347,0,0,0,6,5,1,3,0,0.1897895336151123
edge,4,97015,G25OR-S21,11,True,11,8794.849699935261,31219.248499676305,426,366,0,0,0,0,0,0,0,0,0.05773019790649414
edge,4,97015,G21A,11,True,11,8783.198619737454,31215.993098687268,424,365,0,0,0,8,5,3,4,0,0.2902820110321045
edge,4,97016,G25OR-S21,12,True,12,8808.20735487727,31121.036774386357,430,374,0,0,0,0,0,0,0,0,0.06150507926940918
edge,4,97016,G21A,12,True,12,8523.425919396053,29877.129596980274,424,368,0,0,0,9,5,4,7,1,0.2780129909515381
edge,4,97017,G25OR-S21,15,True,15,9404.968175961933,35069.84087980965,397,331,0,0,0,0,0,0,0,0,0.09122419357299805
edge,4,97017,G21A,15,True,15,9496.659344714433,35548.29672357217,397,327,0,0,0,10,5,5,9,0,0.3037846088409424
edge,4,97018,G25OR-S21,12,True,12,8455.254028340298,30096.270141701487,405,351,0,0,0,0,0,0,0,0,0.06939172744750977
edge,4,97018,G21A,12,True,12,8439.259649008063,30086.298245040303,403,347,0,0,0,10,8,2,6,0,0.2803347110748291
edge,4,97019,G25OR-S21,10,True,10,8556.499957962918,30532.499789814607,407,365,0,0,0,0,0,0,0,0,0.05479717254638672
edge,4,97019,G21A,10,True,10,8544.322585157419,30521.612925787096,405,365,0,0,0,7,7,0,6,0,0.22173666954040527
